seq,side,choice1
8013,Brie,G
8014,Cheddar,C
8015,Valencay,A
8016,Roquefort,C
8017,Cheddar,C
8018,Annon,G
8019,Ricotta,D
8020,Annon,E
8021,Cheddar,H
8022,Valencay,A
8023,Annon,E
8024,Valencay,A
8025,Ricotta,F
8026,Brie,B
8027,Annon,H
8028,Cheddar,D
8029,Roquefort,B
8030,Gorgonzola,E
8031,Gorgonzola,H
8032,Brie,D
8033,Roquefort,F
8034,Gorgonzola,E
8035,Gorgonzola,D
8036,Ricotta,H
8037,Ricotta,E
8038,Ricotta,D
8039,Roquefort,F
8040,Cheddar,B
8041,Roquefort,F
8042,Annon,A
8043,Brie,B
8044,Ricotta,H
8045,Cheddar,D
8046,Brie,D
8047,Camenbert,B
8048,Roquefort,G
8049,Roquefort,C
8050,Roquefort,C
8051,Camenbert,C
8052,Roquefort,C
8053,Camenbert,C
8054,Brie,F
8055,Cheddar,B
8056,Ricotta,A
8057,Roquefort,D
8058,Camenbert,E
8059,Roquefort,A
8060,Camenbert,G
8061,Cheddar,C
8062,Roquefort,H
8063,Gorgonzola,H
8064,Cheddar,E
8065,Roquefort,D
8066,Cheddar,E
8067,,C
8068,Brie,D
8069,Ricotta,B
8070,Gorgonzola,B
8071,Roquefort,C
8072,Cheddar,D
8073,Ricotta,C
8074,Roquefort,G
8075,Gorgonzola,C
8076,Gorgonzola,B
8077,Gorgonzola,E
8078,Valencay,E
8079,Cheddar,F
8080,Camenbert,A
8081,Ricotta,D
8082,Ricotta,A
8083,Brie,D
8084,Annon,E
8085,Brie,H
8086,Brie,A
8087,Annon,C
8088,Gorgonzola,F
8089,Cheddar,G
8090,Brie,D
8091,Ricotta,F
8092,Camenbert,F
8093,Roquefort,D
8094,Valencay,D
8095,Brie,B
8096,Gorgonzola,C
8097,Brie,B
8098,Camenbert,C
8099,Gorgonzola,B
8100,Annon,D
8101,Roquefort,B
8102,Roquefort,H
8103,Roquefort,A
8104,Roquefort,H
8105,Gorgonzola,C
8106,Valencay,C
8107,Cheddar,E
8108,Camenbert,G
8109,Ricotta,C
8110,Gorgonzola,E
8111,Gorgonzola,A
8112,Camenbert,F
8113,Camenbert,E
8114,Roquefort,A
8115,Ricotta,H
8116,Camenbert,H
8117,Brie,B
8118,Ricotta,G
8119,Ricotta,H
8120,Ricotta,D
8121,Gorgonzola,C
8122,Camenbert,C
8123,Brie,E
8124,Gorgonzola,B
8125,Roquefort,A
8126,Roquefort,E
8127,Camenbert,C
8128,Roquefort,H
8129,Ricotta,D
8130,Ricotta,H
8131,Roquefort,A
8132,Ricotta,D
8133,Camenbert,C
8134,Ricotta,E
8135,Cheddar,G
8136,Annon,E
8137,Ricotta,G
8138,Ricotta,C
8139,Ricotta,E
8140,Valencay,G
8141,Camenbert,E
8142,Annon,C
8143,Camenbert,E
8144,Cheddar,C
8145,Camenbert,D
8146,Ricotta,B
8147,Ricotta,E
8148,Cheddar,C
8149,Roquefort,D
8150,Roquefort,E
8151,Ricotta,E
8152,Brie,H
8153,Annon,D
8154,Gorgonzola,F
8155,Annon,G
8156,Cheddar,B
8157,Valencay,A
8158,Ricotta,H
8159,Cheddar,G
8160,Gorgonzola,D
8161,Ricotta,D
8162,Gorgonzola,B
8163,Brie,C
8164,Valencay,A
8165,Ricotta,B
8166,Gorgonzola,E
8167,Brie,A
8168,Cheddar,F
8169,Ricotta,F
8170,Gorgonzola,H
8171,Roquefort,B
8172,Roquefort,D
8173,Camenbert,B
8174,Roquefort,A
8175,Ricotta,E
8176,Gorgonzola,E
8177,Roquefort,H
8178,Gorgonzola,B
8179,Roquefort,H
8180,Annon,D
8181,Annon,C
8182,Brie,E
8183,Roquefort,E
8184,Gorgonzola,E
8185,Camenbert,B
8186,Camenbert,D
8187,Gorgonzola,G
8188,Roquefort,D
8189,Roquefort,E
8190,Annon,B
8191,Camenbert,B
8192,Ricotta,D
8193,Cheddar,G
8194,Valencay,G
8195,Roquefort,E
8196,Roquefort,B
8197,Annon,A
8198,Gorgonzola,F
8199,Roquefort,G
8200,Camenbert,E
8201,Annon,C
8202,Roquefort,B
8203,Gorgonzola,E
8204,Brie,C
8205,Ricotta,H
8206,Roquefort,E
8207,Gorgonzola,E
8208,Gorgonzola,A
8209,Valencay,B
8210,Ricotta,B
8211,Annon,A
8212,Camenbert,E
8213,Cheddar,D
8214,Camenbert,E
8215,Roquefort,G
8216,Roquefort,B
8217,Ricotta,G
8218,Annon,C
8219,Gorgonzola,B
8220,Camenbert,E
8221,Valencay,C
8222,Annon,E
8223,Ricotta,A
8224,Cheddar,G
8225,Roquefort,C
8226,Brie,D
8227,Brie,A
8228,Brie,D
8229,Camenbert,G
8230,Valencay,C
8231,Ricotta,H
8232,Valencay,E
8233,Valencay,B
8234,Valencay,E
8235,Brie,D
8236,Ricotta,A
8237,Gorgonzola,D
8238,Camenbert,B
8239,Gorgonzola,A
8240,Camenbert,C
8241,Camenbert,C
8242,Camenbert,B
8243,Camenbert,G
8244,Brie,A
8245,Brie,E
8246,Brie,A
8247,Ricotta,D
8248,Valencay,E
8249,Brie,E
8250,Roquefort,F
8251,Brie,D
8252,Gorgonzola,H
8253,Valencay,B
8254,Annon,G
8255,Brie,D
8256,Ricotta,G
8257,Ricotta,E
8258,Brie,G
8259,Ricotta,F
8260,Brie,F
8261,Annon,F
8262,Annon,E
8263,Annon,F
8264,Roquefort,E
8265,Camenbert,D
8266,Gorgonzola,G
8267,Camenbert,D
8268,Roquefort,B
8269,Gorgonzola,E
8270,Annon,H
8271,Gorgonzola,D
8272,Camenbert,C
8273,Brie,D
8274,Ricotta,H
8275,Camenbert,E
8276,,E
8277,Brie,E
8278,Valencay,B
8279,Brie,B
8280,Gorgonzola,C
8281,Gorgonzola,E
8282,Camenbert,G
8283,Valencay,E
8284,Cheddar,D
8285,Cheddar,D
8286,Camenbert,C
8287,Valencay,C
8288,Brie,G
8289,Cheddar,A
8290,Annon,C
8291,Roquefort,E
8292,Valencay,D
8293,Annon,A
8294,Camenbert,E
8295,Gorgonzola,D
8296,Brie,D
8297,Roquefort,H
8298,Camenbert,E
8299,Gorgonzola,H
8300,Roquefort,E
8301,Ricotta,A
8302,Valencay,H
8303,Valencay,B
8304,Roquefort,H
8305,Valencay,E
8306,Gorgonzola,D
8307,Roquefort,G
8308,Cheddar,E
8309,Cheddar,B
8310,Gorgonzola,H
8311,Roquefort,C
8312,Roquefort,C
8313,Valencay,F
8314,Annon,F
8315,Gorgonzola,F
8316,Cheddar,A
8317,Gorgonzola,E
8318,Camenbert,B
8319,Annon,D
8320,Cheddar,D
8321,Valencay,F
8322,Camenbert,B
8323,Brie,D
8324,Gorgonzola,D
8325,Valencay,G
8326,Cheddar,C
8327,Valencay,E
8328,Roquefort,A
8329,Ricotta,A
8330,Cheddar,D
8331,Camenbert,E
8332,Gorgonzola,H
8333,Gorgonzola,D
8334,Camenbert,G
8335,Camenbert,A
8336,Ricotta,F
8337,Roquefort,B
8338,Cheddar,C
8339,Gorgonzola,B
8340,Ricotta,C
8341,Roquefort,C
8342,Valencay,E
8343,Valencay,E
8344,Roquefort,F
8345,Brie,G
8346,Gorgonzola,C
8347,Camenbert,G
8348,Brie,F
8349,Brie,C
8350,Gorgonzola,D
8351,Brie,A
8352,Ricotta,A
8353,Gorgonzola,H
8354,Valencay,G
8355,Valencay,G
8356,Cheddar,E
8357,Camenbert,E
8358,Cheddar,C
8359,Brie,A
8360,Valencay,D
8361,Brie,H
8362,Roquefort,H
8363,Valencay,E
8364,Annon,C
8365,Ricotta,G
8366,Brie,A
8367,Roquefort,C
8368,Camenbert,D
8369,Valencay,A
8370,Ricotta,A
8371,Valencay,B
8372,Camenbert,E
8373,Gorgonzola,C
8374,Valencay,F
8375,Gorgonzola,F
8376,Annon,H
8377,Annon,E
8378,Ricotta,E
8379,Gorgonzola,F
8380,Ricotta,A
8381,Valencay,C
8382,Gorgonzola,E
8383,Roquefort,F
8384,Valencay,E
8385,Annon,B
8386,Roquefort,B
8387,Camenbert,D
8388,Ricotta,D
8389,Cheddar,F
8390,Gorgonzola,H
8391,Ricotta,H
8392,Ricotta,E
8393,Gorgonzola,E
8394,Roquefort,H
8395,Cheddar,F
8396,Annon,C
8397,Annon,D
8398,Roquefort,E
8399,Valencay,B
8400,Valencay,B
8401,Camenbert,B
8402,Cheddar,F
8403,Ricotta,C
8404,Roquefort,F
8405,Gorgonzola,H
8406,Annon,A
8407,Ricotta,E
8408,Cheddar,C
8409,Roquefort,F
8410,Brie,A
8411,Brie,H
8412,Cheddar,H
8413,Roquefort,D
8414,Cheddar,D
8415,Camenbert,G
8416,Ricotta,C
8417,Camenbert,E
8418,Brie,E
8419,Valencay,F
8420,Valencay,E
8421,Roquefort,A
8422,Valencay,D
8423,Annon,B
8424,Camenbert,C
8425,Valencay,F
8426,Valencay,A
8427,Cheddar,B
8428,Annon,D
8429,Annon,D
8430,Ricotta,G
8431,Valencay,B
8432,Gorgonzola,E
8433,Camenbert,F
8434,Roquefort,D
8435,Annon,F
8436,Ricotta,E
8437,Valencay,H
8438,Cheddar,A
8439,Gorgonzola,F
8440,Valencay,D
8441,Brie,G
8442,Roquefort,H
8443,Valencay,C
8444,Ricotta,D
8445,Cheddar,D
8446,Cheddar,E
8447,Brie,D
8448,Valencay,A
8449,Ricotta,C
8450,Cheddar,G
8451,Camenbert,H
8452,Camenbert,F
8453,Annon,E
8454,Gorgonzola,C
8455,Valencay,C
8456,Ricotta,F
8457,Brie,C
8458,Ricotta,A
8459,Gorgonzola,E
8460,Cheddar,G
8461,Cheddar,G
8462,Brie,F
8463,Valencay,A
8464,Cheddar,C
8465,Valencay,F
8466,Camenbert,E
8467,Annon,C
8468,Annon,D
8469,Camenbert,H
8470,Gorgonzola,D
8471,Camenbert,E
8472,Ricotta,C
8473,Ricotta,H
8474,Cheddar,E
8475,Valencay,E
8476,Annon,H
8477,Camenbert,B
8478,Gorgonzola,G
8479,Cheddar,E
8480,Gorgonzola,G
8481,Ricotta,D
8482,Roquefort,B
8483,Valencay,E
8484,Roquefort,H
8485,Ricotta,B
8486,Cheddar,D
8487,Valencay,E
8488,Valencay,A
8489,Roquefort,D
8490,Annon,A
8491,Annon,C
8492,Cheddar,C
8493,Cheddar,B
8494,Roquefort,C
8495,Ricotta,G
8496,Roquefort,H
8497,Brie,A
8498,Camenbert,A
8499,Valencay,G
8500,Brie,G
8501,Ricotta,F
8502,Roquefort,D
8503,Valencay,D
8504,Camenbert,C
8505,Annon,D
8506,Annon,E
8507,Ricotta,C
8508,Brie,E
8509,Valencay,C
8510,Brie,F
8511,Ricotta,E
8512,Brie,E
8513,Ricotta,D
8514,Annon,E
8515,Camenbert,D
8516,Valencay,D
8517,Ricotta,F
8518,Camenbert,D
8519,Annon,D
8520,Brie,C
8521,Cheddar,G
8522,Annon,H
8523,Valencay,D
8524,Roquefort,D
8525,Gorgonzola,C
8526,Annon,E
8527,Roquefort,D
8528,Annon,C
8529,Cheddar,E
8530,Camenbert,F
8531,Ricotta,D
8532,Annon,C
8533,Brie,D
8534,Gorgonzola,D
8535,Camenbert,A
8536,Brie,E
8537,Brie,D
8538,Camenbert,B
8539,Valencay,C
8540,Annon,B
8541,Roquefort,G
8542,Brie,D
8543,Roquefort,A
8544,Camenbert,G
8545,Roquefort,A
8546,Roquefort,E
8547,Ricotta,E
8548,Brie,E
8549,Brie,E
8550,Gorgonzola,G
8551,Ricotta,H
8552,Valencay,E
8553,Annon,D
8554,Cheddar,A
8555,Ricotta,D
8556,Brie,B
8557,Camenbert,D
8558,Cheddar,D
8559,Cheddar,D
8560,Roquefort,B
8561,Roquefort,D
8562,Brie,E
8563,Ricotta,F
8564,Brie,H
8565,Brie,D
8566,Brie,B
8567,Valencay,A
8568,Ricotta,H
8569,Valencay,G
8570,Gorgonzola,C
8571,Ricotta,C
8572,Brie,H
8573,Gorgonzola,E
8574,Annon,C
8575,Camenbert,E
8576,Camenbert,C
8577,Cheddar,E
8578,Gorgonzola,D
8579,Ricotta,D
8580,Annon,C
8581,Roquefort,B
8582,Brie,F
8583,Valencay,B
8584,Brie,E
8585,Brie,F
8586,Gorgonzola,D
8587,Roquefort,D
8588,Gorgonzola,B
8589,Brie,F
8590,Ricotta,C
8591,Camenbert,H
8592,Camenbert,B
8593,Cheddar,D
8594,Gorgonzola,D
8595,Annon,E
8596,Ricotta,E
8597,Brie,C
8598,Ricotta,A
8599,Roquefort,D
8600,Ricotta,A
8601,Ricotta,A
8602,Annon,C
8603,Valencay,H
8604,Valencay,D
8605,Gorgonzola,C
8606,Annon,E
8607,Roquefort,A
8608,Ricotta,D
8609,,B
8610,Valencay,D
8611,Roquefort,A
8612,Roquefort,H
8613,Cheddar,F
8614,Brie,E
8615,Roquefort,A
8616,Ricotta,F
8617,Cheddar,D
8618,Valencay,H
8619,Ricotta,G
8620,Annon,G
8621,Gorgonzola,B
8622,Roquefort,E
8623,Camenbert,A
8624,Brie,A
8625,Valencay,B
8626,Camenbert,D
8627,Ricotta,A
8628,Ricotta,H
8629,Cheddar,G
8630,Gorgonzola,D
8631,Annon,E
8632,Brie,D
8633,Camenbert,B
8634,Gorgonzola,C
8635,Camenbert,B
8636,Gorgonzola,H
8637,Ricotta,D
8638,Camenbert,E
8639,Gorgonzola,A
8640,Cheddar,G
8641,Gorgonzola,G
8642,Cheddar,H
8643,Annon,G
8644,Cheddar,E
8645,Gorgonzola,A
8646,Brie,D
8647,Valencay,D
8648,Valencay,A
8649,Camenbert,D
8650,Cheddar,E
8651,Annon,D
8652,Roquefort,F
8653,Valencay,A
8654,Brie,B
8655,Ricotta,E
8656,Gorgonzola,H
8657,Roquefort,A
8658,Gorgonzola,A
8659,Valencay,D
8660,Valencay,A
8661,Ricotta,H
8662,Ricotta,D
8663,Cheddar,G
8664,Ricotta,B
8665,Camenbert,E
8666,Valencay,G
8667,Valencay,B
8668,Roquefort,D
8669,Roquefort,G
8670,Camenbert,H
8671,Annon,C
8672,Valencay,A
8673,Valencay,E
8674,Annon,G
8675,Valencay,D
8676,Cheddar,A
8677,Ricotta,E
8678,Ricotta,A
8679,Gorgonzola,B
8680,Roquefort,E
8681,Valencay,H
8682,Valencay,H
8683,Ricotta,H
8684,Ricotta,C
8685,Camenbert,C
8686,Gorgonzola,B
8687,Gorgonzola,E
8688,Cheddar,H
8689,Brie,B
8690,Gorgonzola,H
8691,Ricotta,D
8692,Brie,C
8693,Cheddar,G
8694,Roquefort,C
8695,Cheddar,F
8696,Ricotta,E
8697,Camenbert,D
8698,Camenbert,B
8699,Brie,D
8700,Ricotta,B
8701,Annon,D
8702,Cheddar,F
8703,Annon,H
8704,Valencay,A
8705,Brie,G
8706,Annon,G
8707,Annon,F
8708,Brie,C
8709,Gorgonzola,H
8710,Ricotta,H
8711,Valencay,C
8712,Brie,F
8713,Ricotta,E
8714,Annon,F
8715,Cheddar,D
8716,Gorgonzola,D
8717,Brie,F
8718,Roquefort,E
8719,Annon,E
8720,Valencay,F
8721,Roquefort,A
8722,Cheddar,F
8723,Roquefort,D
8724,Cheddar,E
8725,Brie,A
8726,Gorgonzola,D
8727,Cheddar,E
8728,Annon,A
8729,Gorgonzola,G
8730,Ricotta,H
8731,Camenbert,E
8732,Valencay,D
8733,Brie,B
8734,Camenbert,C
8735,Cheddar,H
8736,Gorgonzola,E
8737,Gorgonzola,C
8738,Roquefort,C
8739,Camenbert,F
8740,Ricotta,B
8741,Roquefort,D
8742,Roquefort,B
8743,Ricotta,D
8744,Camenbert,H
8745,Annon,E
8746,Gorgonzola,E
8747,Camenbert,G
8748,Gorgonzola,B
8749,Valencay,A
8750,Ricotta,E
8751,Roquefort,A
8752,Roquefort,D
8753,Annon,A
8754,Brie,H
8755,Gorgonzola,A
8756,Ricotta,F
8757,Brie,B
8758,Cheddar,E
8759,Roquefort,G
8760,Ricotta,G
8761,Annon,D
8762,Ricotta,E
8763,Valencay,H
8764,Gorgonzola,D
8765,Annon,A
8766,Camenbert,D
8767,Brie,C
8768,Gorgonzola,E
8769,Cheddar,B
8770,Annon,C
8771,Brie,E
8772,Brie,D
8773,Annon,E
8774,Brie,D
8775,Brie,C
8776,Cheddar,A
8777,Cheddar,F
8778,Valencay,D
8779,Annon,E
8780,Gorgonzola,E
8781,Roquefort,A
8782,Brie,G
8783,Camenbert,D
8784,Cheddar,B
8785,Valencay,H
8786,Camenbert,D
8787,Brie,B
8788,Gorgonzola,D
8789,Valencay,E
8790,Brie,C
8791,Gorgonzola,E
8792,Gorgonzola,G
8793,Gorgonzola,E
8794,Camenbert,A
8795,Roquefort,D
8796,Ricotta,E
8797,Ricotta,D
8798,Valencay,G
8799,Camenbert,E
8800,Gorgonzola,F
8801,Camenbert,A
8802,Gorgonzola,B
8803,Cheddar,D
8804,Brie,F
8805,Roquefort,F
8806,Ricotta,H
8807,Annon,H
8808,Valencay,C
8809,Cheddar,A
8810,Valencay,D
8811,Cheddar,A
8812,Valencay,A
8813,Valencay,D
8814,Annon,G
8815,Roquefort,B
8816,Brie,B
8817,Cheddar,D
8818,Camenbert,E
8819,Ricotta,H
8820,Ricotta,H
8821,Brie,G
8822,Annon,A
8823,Ricotta,D
8824,Gorgonzola,B
8825,Ricotta,D
8826,Cheddar,H
8827,Valencay,F
8828,Cheddar,E
8829,Valencay,A
8830,Ricotta,A
8831,Gorgonzola,E
8832,Valencay,E
8833,Cheddar,E
8834,Roquefort,D
8835,Brie,D
8836,Camenbert,C
8837,Camenbert,A
8838,Roquefort,B
8839,Camenbert,C
8840,Gorgonzola,G
8841,Roquefort,H
8842,Annon,C
8843,Valencay,F
8844,Roquefort,G
8845,Gorgonzola,D
8846,Cheddar,D
8847,Roquefort,D
8848,Camenbert,F
8849,Gorgonzola,D
8850,Cheddar,F
8851,Camenbert,A
8852,Roquefort,A
8853,Valencay,C
8854,Gorgonzola,D
8855,Brie,D
8856,Roquefort,F
8857,Ricotta,C
8858,Gorgonzola,D
8859,Valencay,F
8860,Ricotta,D
8861,Ricotta,H
8862,Valencay,D
8863,Cheddar,F
8864,Roquefort,A
8865,Brie,C
8866,Roquefort,C
8867,Ricotta,H
8868,Camenbert,A
8869,Ricotta,C
8870,Cheddar,E
8871,Brie,A
8872,Camenbert,D
8873,Annon,G
8874,Annon,C
8875,Valencay,A
8876,Gorgonzola,A
8877,Camenbert,C
8878,Roquefort,E
8879,Valencay,A
8880,Cheddar,D
8881,Camenbert,A
8882,Roquefort,B
8883,Annon,D
8884,Ricotta,B
8885,Valencay,B
8886,Camenbert,C
8887,Valencay,E
8888,Cheddar,G
8889,Ricotta,D
8890,Brie,B
8891,Annon,D
8892,Roquefort,D
8893,Ricotta,B
8894,Brie,F
8895,Roquefort,B
8896,Gorgonzola,C
8897,Annon,G
8898,Roquefort,H
8899,Ricotta,F
8900,Roquefort,A
8901,Camenbert,G
8902,Annon,H
8903,Gorgonzola,A
8904,Camenbert,D
8905,Valencay,E
8906,Cheddar,H
8907,Annon,F
8908,Ricotta,D
8909,Valencay,C
8910,Ricotta,E
8911,Valencay,E
8912,Ricotta,H
8913,Brie,G
8914,Camenbert,E
8915,Brie,B
8916,Brie,E
8917,Valencay,D
8918,Valencay,E
8919,Ricotta,C
8920,,G
8921,Valencay,C
8922,Brie,E
8923,Valencay,D
8924,Annon,D
8925,Roquefort,F
8926,Annon,A
8927,Roquefort,G
8928,Camenbert,H
8929,Cheddar,D
8930,Valencay,H
8931,Brie,D
8932,Camenbert,H
8933,Cheddar,A
8934,Cheddar,E
8935,Brie,E
8936,Ricotta,D
8937,Roquefort,H
8938,Roquefort,E
8939,Gorgonzola,F
8940,Gorgonzola,E
8941,Brie,A
8942,Ricotta,H
8943,Camenbert,B
8944,Valencay,F
8945,Ricotta,C
8946,Gorgonzola,G
8947,Valencay,E
8948,Roquefort,C
8949,Cheddar,D
8950,Camenbert,D
8951,Roquefort,F
8952,Annon,E
8953,Cheddar,D
8954,Roquefort,D
8955,Valencay,E
8956,Ricotta,E
8957,Annon,E
8958,Ricotta,B
8959,Valencay,F
8960,Camenbert,A
8961,Gorgonzola,G
8962,Annon,D
8963,Brie,D
8964,Valencay,H
8965,Cheddar,G
8966,Camenbert,C
8967,Ricotta,E
8968,Camenbert,C
8969,Valencay,F
8970,Gorgonzola,D
8971,Ricotta,B
8972,Cheddar,C
8973,Camenbert,E
8974,Ricotta,F
8975,Ricotta,C
8976,Brie,H
8977,Valencay,F
8978,Gorgonzola,G
8979,Gorgonzola,C
8980,Camenbert,H
8981,Annon,E
8982,Gorgonzola,F
8983,Cheddar,C
8984,Ricotta,E
8985,Annon,G
8986,Camenbert,E
8987,Cheddar,E
8988,Valencay,F
8989,Valencay,G
8990,Roquefort,E
8991,Valencay,C
8992,Annon,C
8993,Valencay,F
8994,Annon,D
8995,Camenbert,D
8996,Ricotta,A
8997,Gorgonzola,D
8998,Valencay,E
8999,Cheddar,F
9000,Cheddar,F
9001,Cheddar,B
9002,Roquefort,B
9003,Camenbert,F
9004,Annon,A
9005,Roquefort,G
9006,Roquefort,E
9007,Ricotta,C
9008,Gorgonzola,G
9009,Valencay,F
9010,Valencay,E
9011,Annon,C
9012,Roquefort,C
9013,Valencay,B
9014,Annon,B
9015,Ricotta,E
9016,Ricotta,D
9017,Roquefort,D
9018,Ricotta,F
9019,Camenbert,B
9020,Camenbert,G
9021,Brie,G
9022,Camenbert,G
9023,Roquefort,F
9024,Annon,D
9025,Roquefort,G
9026,Brie,F
9027,Roquefort,H
9028,Gorgonzola,B
9029,Camenbert,D
9030,Brie,E
9031,Brie,D
9032,Gorgonzola,E
9033,Valencay,C
9034,Valencay,E
9035,Gorgonzola,E
9036,Camenbert,G
9037,Camenbert,A
9038,Annon,D
9039,Camenbert,G
9040,Cheddar,B
9041,Brie,G
9042,Valencay,F
9043,Roquefort,B
9044,Gorgonzola,E
9045,Brie,B
9046,Ricotta,F
9047,Gorgonzola,H
9048,Camenbert,E
9049,Cheddar,F
9050,Valencay,D
9051,Ricotta,H
9052,Ricotta,D
9053,Brie,E
9054,Ricotta,D
9055,Cheddar,G
9056,Annon,C
9057,Brie,B
9058,Annon,B
9059,Valencay,B
9060,Annon,E
9061,Ricotta,E
9062,Annon,A
9063,Gorgonzola,D
9064,Annon,F
9065,Gorgonzola,F
9066,Gorgonzola,B
9067,Ricotta,F
9068,Ricotta,F
9069,Brie,G
9070,Camenbert,C
9071,Annon,E
9072,Roquefort,E
9073,Annon,E
9074,Roquefort,B
9075,Valencay,D
9076,Roquefort,C
9077,Camenbert,F
9078,Cheddar,A
9079,Camenbert,C
9080,Brie,D
9081,Cheddar,B
9082,Gorgonzola,G
9083,Valencay,G
9084,Cheddar,A
9085,Annon,B
9086,Ricotta,H
9087,Camenbert,F
9088,Brie,E
9089,Cheddar,E
9090,Roquefort,G
9091,Cheddar,H
9092,Annon,E
9093,Roquefort,D
9094,Camenbert,H
9095,Valencay,D
9096,Gorgonzola,C
9097,Annon,F
9098,Valencay,B
9099,Ricotta,F
9100,Ricotta,E
9101,Camenbert,B
9102,Cheddar,B
9103,Ricotta,D
9104,Camenbert,G
9105,Annon,E
9106,Brie,B
9107,Gorgonzola,D
9108,Roquefort,E
9109,Valencay,F
9110,Ricotta,H
9111,Valencay,E
9112,Gorgonzola,E
9113,Annon,C
9114,Valencay,F
9115,Annon,B
9116,Ricotta,D
9117,Brie,C
9118,Ricotta,E
9119,Roquefort,E
9120,Roquefort,D
9121,Valencay,D
9122,Annon,D
9123,Roquefort,E
9124,Cheddar,F
9125,Annon,C
9126,Cheddar,H
9127,Gorgonzola,D
9128,Gorgonzola,B
9129,Gorgonzola,H
9130,Cheddar,D
9131,Camenbert,C
9132,Brie,A
9133,Ricotta,H
9134,Annon,B
9135,Brie,E
9136,Annon,B
9137,Annon,A
9138,Cheddar,D
9139,Brie,E
9140,Cheddar,A
9141,Ricotta,E
9142,Annon,E
9143,Ricotta,C
9144,Gorgonzola,G
9145,Annon,G
9146,Roquefort,D
9147,Roquefort,D
9148,Valencay,H
9149,Ricotta,F
9150,Valencay,C
9151,Camenbert,C
9152,Ricotta,F
9153,Gorgonzola,C
9154,Ricotta,F
9155,Camenbert,D
9156,Roquefort,D
9157,Brie,D
9158,Ricotta,C
9159,Roquefort,F
9160,Ricotta,B
9161,Ricotta,E
9162,Cheddar,G
9163,Gorgonzola,D
9164,Camenbert,D
9165,Roquefort,E
9166,Cheddar,E
9167,Annon,E
9168,Valencay,D
9169,Camenbert,D
9170,Annon,G
9171,Annon,H
9172,Cheddar,B
9173,Valencay,E
9174,Brie,D
9175,Ricotta,E
9176,Valencay,D
9177,Valencay,A
9178,Annon,A
9179,Gorgonzola,C
9180,Roquefort,F
9181,Cheddar,E
9182,Gorgonzola,A
9183,Ricotta,H
9184,Valencay,A
9185,Annon,E
9186,Annon,B
9187,Gorgonzola,H
9188,Cheddar,E
9189,Cheddar,A
9190,Annon,C
9191,Gorgonzola,H
9192,Gorgonzola,H
9193,Ricotta,F
9194,Camenbert,H
9195,Cheddar,C
9196,Ricotta,B
9197,Annon,A
9198,Valencay,H
9199,Brie,A
9200,Ricotta,C
9201,Brie,A
9202,Annon,E
9203,Cheddar,F
9204,Camenbert,D
9205,Cheddar,F
9206,Gorgonzola,C
9207,Annon,E
9208,Camenbert,E
9209,Cheddar,C
9210,Cheddar,A
9211,Valencay,H
9212,Valencay,C
9213,Annon,E
9214,Gorgonzola,E
9215,Roquefort,C
9216,Gorgonzola,H
9217,Brie,C
9218,Gorgonzola,H
9219,Ricotta,D
9220,Annon,G
9221,Roquefort,D
9222,Camenbert,D
9223,Annon,C
9224,Annon,C
9225,Valencay,E
9226,Valencay,D
9227,Brie,E
9228,Roquefort,D
9229,Brie,D
9230,Ricotta,G
9231,Roquefort,C
9232,Ricotta,B
9233,Valencay,G
9234,Annon,H
9235,Camenbert,G
9236,Cheddar,B
9237,Brie,E
9238,Cheddar,D
9239,Brie,D
9240,Brie,E
9241,Ricotta,F
9242,Ricotta,C
9243,Ricotta,E
9244,Gorgonzola,H
9245,Annon,D
9246,Valencay,F
9247,Valencay,C
9248,Annon,E
9249,Valencay,F
9250,Brie,E
9251,Cheddar,B
9252,Valencay,D
9253,Camenbert,E
9254,Brie,A
9255,Valencay,E
9256,Roquefort,B
9257,Valencay,B
9258,Brie,H
9259,Annon,G
9260,Valencay,E
9261,Cheddar,C
9262,Roquefort,G
9263,Brie,A
9264,Brie,H
9265,Ricotta,C
9266,Cheddar,G
9267,Cheddar,D
9268,Ricotta,B
9269,Cheddar,G
9270,Camenbert,C
9271,Cheddar,B
9272,Brie,C
9273,Roquefort,D
9274,Cheddar,E
9275,Ricotta,E
9276,Annon,F
9277,Annon,H
9278,Gorgonzola,D
9279,Valencay,H
9280,Roquefort,C
9281,Valencay,F
9282,Cheddar,B
9283,Roquefort,D
9284,Cheddar,E
9285,Ricotta,C
9286,Gorgonzola,A
9287,Gorgonzola,E
9288,Brie,E
9289,Annon,H
9290,Valencay,D
9291,Brie,A
9292,Roquefort,C
9293,Gorgonzola,D
9294,Annon,E
9295,Valencay,E
9296,Camenbert,D
9297,Gorgonzola,B
9298,Camenbert,H
9299,Brie,H
9300,Annon,D
9301,Brie,D
9302,Roquefort,B
9303,Ricotta,G
9304,Gorgonzola,G
9305,Brie,H
9306,Annon,H
9307,Valencay,B
9308,Camenbert,G
9309,Gorgonzola,G
9310,Annon,E
9311,Roquefort,E
9312,Roquefort,E
9313,Valencay,H
9314,Camenbert,A
9315,Roquefort,F
9316,Gorgonzola,E
9317,Annon,H
9318,Roquefort,H
9319,Roquefort,B
9320,Brie,C
9321,Cheddar,D
9322,Valencay,H
9323,Brie,F
9324,Roquefort,G
9325,Cheddar,E
9326,Valencay,F
9327,Brie,G
9328,Valencay,A
